date,area,totalcases,MHI,MCI,btc_price,eth_price
10/01/2021,Worldwide,90574163,30.3,71.47,"38,192.20","1,256.04"
09/01/2021,Worldwide,89983496,31.67,73.93,"40,151.90","1,275.58"
08/01/2021,Worldwide,89220644,25.5,72.66,"40,599.30","1,215.73"
07/01/2021,Worldwide,88403658,30.66,73.42,"39,460.20","1,224.35"
06/01/2021,Worldwide,87510918,35.46,74.98,"36,793.20","1,207.77"
05/01/2021,Worldwide,86719564,34.73,73.67,"33,991.50","1,099.52"
04/01/2021,Worldwide,85975750,36.22,74.75,"32,022.60","1,042.40"
03/01/2021,Worldwide,85425434,37.59,75.89,"32,958.90",974.97
02/01/2021,Worldwide,84902469,40.66,74.79,"32,193.30",774.5
01/01/2021,Worldwide,84296827,39.23,77.04,"29,359.90",729.12
31/12/2020,Worldwide,83730210,40.37,76.21,"28,949.40",735.94
30/12/2020,Worldwide,82952724,38.21,75.58,"28,868.70",751.8
29/12/2020,Worldwide,82212023,36.8,74.56,"27,376.00",731.76
28/12/2020,Worldwide,81539606,36.3,76.15,"27,057.80",730.05
27/12/2020,Worldwide,81051460,38.45,74.75,"26,261.30",683.71
26/12/2020,Worldwide,80618327,38.73,72.86,"26,454.40",636.58
25/12/2020,Worldwide,80110628,39.08,75.23,"24,689.60",626.93
24/12/2020,Worldwide,79630229,37.29,74.67,"23,736.50",612.34
23/12/2020,Worldwide,78948059,38.46,75.74,"23,257.90",585.69
22/12/2020,Worldwide,78251784,37.95,74.73,"23,823.20",637.47
21/12/2020,Worldwide,77590139,41.97,74.62,"22,728.50",607.85
20/12/2020,Worldwide,77049825,40.85,74.36,"23,474.90",638.26
19/12/2020,Worldwide,76517673,36.15,74.24,"23,844.00",658.17
18/12/2020,Worldwide,75892667,33.89,73.9,"23,127.90",653.85
17/12/2020,Worldwide,75171064,35.2,75.04,"22,825.40",643.17
16/12/2020,Worldwide,74429544,34.83,74.48,"21,352.20",637.38
15/12/2020,Worldwide,73697582,35.9,73.97,"19,434.90",588.91
14/12/2020,Worldwide,73045069,34.8,74.65,"19,273.80",586.19
13/12/2020,Worldwide,72513308,36.25,73.64,"19,176.80",591.09
12/12/2020,Worldwide,71983159,34.22,74.88,"18,808.90",567.78
11/12/2020,Worldwide,71341370,33.67,73.75,"18,023.60",544.17
10/12/2020,Worldwide,70632791,34.83,75.04,"18,247.20",558.13
09/12/2020,Worldwide,69129220,35.57,74.78,"18,546.00",573.21
08/12/2020,Worldwide,68457219,36.46,74.83,"18,326.60",555.05
07/12/2020,Worldwide,67804914,36.31,74.91,"19,170.70",591.09
06/12/2020,Worldwide,67289490,33.88,74.23,"19,379.90",601.68
05/12/2020,Worldwide,66752166,36.28,74.03,"19,146.50",596.68
04/12/2020,Worldwide,66102989,35.03,75.75,"18,658.10",567.91
03/12/2020,Worldwide,65415174,36.41,74.79,"19,433.30",616.32
02/12/2020,Worldwide,64718388,36.68,74.96,"19,218.80",598.05
01/12/2020,Worldwide,64063407,35.22,74.35,"18,770.70",585.66
30/11/2020,Worldwide,63443449,32.56,73.52,"19,698.10",615.92
29/11/2020,Worldwide,62939586,34.91,72.5,"18,185.50",575.45
28/11/2020,Worldwide,62449967,36.3,72.19,"17,730.70",537.74
27/11/2020,Worldwide,61859915,35.31,73.51,"17,127.10",518.11
26/11/2020,Worldwide,61177093,37.62,74.82,"17,162.00",519.32
25/11/2020,Worldwide,60587876,35.98,75.11,"18,723.00",569.67
24/11/2020,Worldwide,59948857,36.79,73.1,"19,152.60",605.03
23/11/2020,Worldwide,59355714,39.29,74.64,"18,379.60",609.22
22/11/2020,Worldwide,58833170,37.34,72.8,"18,412.90",559.4
21/11/2020,Worldwide,58344978,38.23,74.69,"18,687.20",551.91
20/11/2020,Worldwide,57754019,38.04,75.83,"18,675.20",509.98
19/11/2020,Worldwide,57081273,36.95,74.32,"17,803.50",471.21
18/11/2020,Worldwide,56426809,35.13,74.62,"17,774.60",478.52
17/11/2020,Worldwide,55799364,36.95,74,"17,662.30",481.95
16/11/2020,Worldwide,55186868,36.83,74.82,"16,715.80",460.43
15/11/2020,Worldwide,54657076,37.06,74.79,"15,953.00",448.23
14/11/2020,Worldwide,54181569,35.62,75.22,"16,071.00",460.7
13/11/2020,Worldwide,53582010,34.5,75.47,"16,324.20",476.29
12/11/2020,Worldwide,52928929,34.55,74.63,"16,294.70",462.56
11/11/2020,Worldwide,52282483,33.12,74.94,"15,695.80",463.33
10/11/2020,Worldwide,51630802,36.15,73.12,"15,303.60",450.22
09/11/2020,Worldwide,51065642,32.64,74.18,"15,327.20",444.33
08/11/2020,Worldwide,50600187,30.32,72.79,"15,483.70",454.68
07/11/2020,Worldwide,50115441,29.91,74.42,"14,828.40",435.4
06/11/2020,Worldwide,49513138,31.23,73.37,"15,577.90",455.72
05/11/2020,Worldwide,48867902,32.45,72.56,"15,587.10",416.63
04/11/2020,Worldwide,48270474,33.76,74.32,"14,145.60",402.19
03/11/2020,Worldwide,47671928,33.01,73.99,"14,019.90",387.92
02/11/2020,Worldwide,47151513,34.82,74.41,"13,561.40",383.53
01/11/2020,Worldwide,46648530,35.07,74.51,"13,759.40",396.29
31/10/2020,Worldwide,46176674,32.53,75.34,"13,797.30",386.42
30/10/2020,Worldwide,45688644,33.18,75.78,"13,559.90",382.41
29/10/2020,Worldwide,45121106,33.87,75.19,"13,457.20",386.76
28/10/2020,Worldwide,44582373,32.57,74.82,"13,278.90",388.14
27/10/2020,Worldwide,44063525,33,73.1,"13,657.80",403.15
26/10/2020,Worldwide,43591699,36.27,74.17,"13,061.60",394.11
25/10/2020,Worldwide,43151819,34.05,73.85,"13,032.20",406.09
24/10/2020,Worldwide,42751558,34.52,74.42,"13,117.20",411.92
23/10/2020,Worldwide,42295389,33.67,75.13,"12,934.10",408.52
22/10/2020,Worldwide,41788150,34.25,74.42,"12,974.60",414.05
21/10/2020,Worldwide,41315592,33.51,74.76,"12,808.70",391.2
20/10/2020,Worldwide,40871440,34.55,73.16,"11,913.50",368.35
19/10/2020,Worldwide,40482259,33.98,73.41,"11,753.40",379.19
18/10/2020,Worldwide,40095807,34.27,72.59,"11,506.90",377.81
17/10/2020,Worldwide,39778821,35.58,74.08,"11,362.10",368.63
16/10/2020,Worldwide,39403962,36.02,74.81,"11,322.00",365.17
15/10/2020,Worldwide,38992046,34.18,74.79,"11,503.00",377.45
14/10/2020,Worldwide,38584432,34.54,74.21,"11,420.40",379.15
13/10/2020,Worldwide,38202753,32.82,72.71,"11,423.80",381.23
12/10/2020,Worldwide,37884339,33.05,72.37,"11,533.90",386.68
11/10/2020,Worldwide,37592416,34.23,71.91,"11,371.00",374.19
10/10/2020,Worldwide,37304304,34.75,75.2,"11,298.40",370.16
09/10/2020,Worldwide,36946320,36.06,74.29,"11,054.20",365.28
08/10/2020,Worldwide,36584800,34.21,74.88,"10,924.10",350.83
07/10/2020,Worldwide,36222998,35.3,74.19,"10,670.90",341.48
06/10/2020,Worldwide,35872843,36.47,75.25,"10,602.60",340.61
05/10/2020,Worldwide,35541978,40.18,75.2,"10,789.50",353.28
04/10/2020,Worldwide,35246839,41.73,75.09,"10,672.90",352.73
03/10/2020,Worldwide,34972246,41.12,75.78,"10,544.20",345.6
02/10/2020,Worldwide,34651864,32.07,74.66,"10,572.30",345.68
01/10/2020,Worldwide,34345823,31.27,73.89,"10,620.50",353.07
30/09/2020,Worldwide,34032675,32.2,73.76,"10,776.10",359.39
29/09/2020,Worldwide,33707177,30.14,71.41,"10,840.90",359.86
28/09/2020,Worldwide,33423619,30.12,71.18,"10,693.20",354.08
27/09/2020,Worldwide,33171595,29.95,71.96,"10,776.20",357.23
26/09/2020,Worldwide,32916432,31.36,73.11,"10,727.90",354.25
25/09/2020,Worldwide,32626799,31.2,74.08,"10,688.80",351.63
24/09/2020,Worldwide,32290756,31.08,72.52,"10,739.40",349.17
23/09/2020,Worldwide,31936698,32.89,74.66,"10,237.30",319.95
22/09/2020,Worldwide,31661969,30.44,72.33,"10,531.50",344.03
21/09/2020,Worldwide,31376732,28.34,70.1,"10,416.80",341.3
20/09/2020,Worldwide,31102125,26.75,70.27,"10,921.50",371.12
19/09/2020,Worldwide,30848411,31.78,74.03,"11,081.80",385.25
18/09/2020,Worldwide,30554910,31.01,74.54,"10,933.00",384.2
17/09/2020,Worldwide,30228680,31.66,75.02,"10,941.30",388.97
16/09/2020,Worldwide,29913636,31.09,74.2,"10,949.50",364.88
15/09/2020,Worldwide,29609731,31.23,73.06,"10,785.30",364.01
14/09/2020,Worldwide,29240592,31.98,72.89,"10,675.30",376.7
13/09/2020,Worldwide,29062136,31.85,70.87,"10,326.00",365.71
12/09/2020,Worldwide,28818799,31.49,73.27,"10,441.90",387.98
11/09/2020,Worldwide,28530929,31.95,74.15,"10,390.20",373.72
10/09/2020,Worldwide,28209478,31.94,74.1,"10,339.70",367.92
09/09/2020,Worldwide,27910404,32.9,73.99,"10,224.60",351.1
08/09/2020,Worldwide,27616461,32.08,70.77,"10,126.60",337.46
07/09/2020,Worldwide,27378905,30.25,72.03,"10,376.90",352.06
06/09/2020,Worldwide,27165431,31.51,71.67,"10,296.40",353.49
05/09/2020,Worldwide,26926406,32.78,73.18,"10,092.20",334.91
04/09/2020,Worldwide,26655365,33.43,74.68,"10,472.50",385.94
03/09/2020,Worldwide,26349129,33.05,74.74,"10,168.80",381.97
02/09/2020,Worldwide,26074861,32.81,74.49,"11,413.30",439.08
01/09/2020,Worldwide,25792628,33.48,73.64,"11,914.90",475.8
31/08/2020,Worldwide,25525749,32.06,73.8,"11,644.20",433.9
30/08/2020,Worldwide,25263546,30.93,69.7,"11,702.00",428.86
29/08/2020,Worldwide,25041982,32.04,73.19,"11,468.10",398.8
28/08/2020,Worldwide,24775299,31.45,74.53,"11,527.40",395.11
27/08/2020,Worldwide,24491350,32.37,74.12,"11,327.40",383.11
26/08/2020,Worldwide,24209657,34.14,74.95,"11,462.30",385.96
25/08/2020,Worldwide,23929121,34.44,73.98,"11,324.80",383.2
24/08/2020,Worldwide,23684713,34.27,74.2,"11,753.50",407.7
23/08/2020,Worldwide,23460348,34.87,72.22,"11,641.60",390.5
22/08/2020,Worldwide,23242522,34.47,74.17,"11,661.30",395.56
21/08/2020,Worldwide,22987510,33.33,73.47,"11,529.20",387.99
20/08/2020,Worldwide,22725661,33.6,73.65,"11,856.90",416.05
19/08/2020,Worldwide,22452451,34.74,74,"11,750.20",407.44
18/08/2020,Worldwide,22176832,34.49,72.65,"11,947.60",422.16
17/08/2020,Worldwide,21920708,35.5,73.69,"12,282.60",430.56
16/08/2020,Worldwide,21714146,35.55,72.82,"11,899.00",433.63
15/08/2020,Worldwide,21498068,34.96,74.13,"11,845.30",432.18
14/08/2020,Worldwide,21244470,35.98,73.82,"11,750.80",438.03
13/08/2020,Worldwide,20942405,35.41,73.87,"11,770.90",424.31
12/08/2020,Worldwide,20663802,35.3,73.99,"11,557.20",387.12
11/08/2020,Worldwide,20380746,34.98,73.07,"11,390.40",379.01
10/08/2020,Worldwide,20119063,37.05,75.1,"11,889.20",395.53
09/08/2020,Worldwide,19895082,36.24,72.45,"11,681.20",390.23
08/08/2020,Worldwide,19667032,36.32,74.19,"11,764.30",396.76
07/08/2020,Worldwide,19406765,36.78,75.02,"11,592.00",379.57
06/08/2020,Worldwide,19122488,36.69,74.5,"11,757.10",394.83
05/08/2020,Worldwide,18839290,35.49,74.59,"11,735.10",400.79
04/08/2020,Worldwide,18561976,36.15,73.06,"11,184.70",389.62
03/08/2020,Worldwide,18307606,40.42,72,"11,224.40",385.8
02/08/2020,Worldwide,18100166,35.98,73.24,"11,066.80",372.08
01/08/2020,Worldwide,17868412,37.84,75.81,"11,803.10",387.14
31/07/2020,Worldwide,17616274,38.55,74.7,"11,333.40",346.51
30/07/2020,Worldwide,17325468,38.67,74.8,"11,096.20",334.87
29/07/2020,Worldwide,17044699,39.02,75.09,"11,105.90",317.82
28/07/2020,Worldwide,16708292,40.12,73.52,"10,908.50",316.96
27/07/2020,Worldwide,16506646,39.05,72.92,"11,022.80",321.8
26/07/2020,Worldwide,16272148,39.59,71.83,"9,932.50",311.13
25/07/2020,Worldwide,16064902,37.45,74.39,"9,704.10",305.32
24/07/2020,Worldwide,15809604,39.49,74.39,"9,546.40",279.33
23/07/2020,Worldwide,15526856,37.3,73.87,"9,599.60",275.34
22/07/2020,Worldwide,15244018,38.28,73.86,"9,513.70",263.28
21/07/2020,Worldwide,14964330,37.49,72.18,"9,387.30",245.53
20/07/2020,Worldwide,14723354,40.21,72.71,"9,162.40",236.1
19/07/2020,Worldwide,14524232,38.51,71.25,"9,208.00",239.01
18/07/2020,Worldwide,14309309,38.55,73.66,"9,170.20",235.75
17/07/2020,Worldwide,14071236,37.78,73.69,"9,155.80",232.75
16/07/2020,Worldwide,13820369,38.68,73.4,"9,135.30",233.65
15/07/2020,Worldwide,13571434,38.75,73.55,"9,198.70",238.62
14/07/2020,Worldwide,13339979,38.07,71.74,"9,253.40",240.5
13/07/2020,Worldwide,13120800,41.92,72.09,"9,243.60",239.73
12/07/2020,Worldwide,12929057,40.6,70.42,"9,300.80",242.75
11/07/2020,Worldwide,12734660,37.83,72.26,"9,233.30",239.2
10/07/2020,Worldwide,12515019,37.56,74.03,"9,285.10",241.26
09/07/2020,Worldwide,12283504,38.5,72.34,"9,235.70",242.02
08/07/2020,Worldwide,12059787,39.28,73.08,"9,429.90",246.99
07/07/2020,Worldwide,11846382,39.19,72.98,"9,256.00",239.25
06/07/2020,Worldwide,11637936,41.99,72.42,"9,339.00",241.56
05/07/2020,Worldwide,11469172,40.89,70.51,"9,081.00",227.98
04/07/2020,Worldwide,11286162,38.9,73.17,"9,134.40",229.15
03/07/2020,Worldwide,11090632,38.44,72.67,"9,067.10",225.12
02/07/2020,Worldwide,10885403,38.61,72.9,"9,085.10",226.42
01/07/2020,Worldwide,10706642,38.38,72.17,"9,229.90",230.95
30/06/2020,Worldwide,10489964,39.35,73.18,"9,135.40",225.63
29/06/2020,Worldwide,10313839,41.29,70.5,"9,185.40",227.87
28/06/2020,Worldwide,10161038,40.73,69.32,"9,124.00",225.09
27/06/2020,Worldwide,9990892,39.05,72.77,"9,008.30",221.06
26/06/2020,Worldwide,9812554,39.17,73.88,"9,160.00",229.67
25/06/2020,Worldwide,9620501,38.79,72.89,"9,247.50",232.56
24/06/2020,Worldwide,9441238,37.62,71.54,"9,302.00",234.75
23/06/2020,Worldwide,9271933,38.58,71.29,"9,624.60",243.2
22/06/2020,Worldwide,9105267,41.69,69.86,"9,683.70",243.25
21/06/2020,Worldwide,8962068,39.31,70.07,"9,296.40",228.13
20/06/2020,Worldwide,8797689,37.84,72.28,"9,358.80",228.86
19/06/2020,Worldwide,8673796,36.71,73.23,"9,314.00",229.11
18/06/2020,Worldwide,8493969,37.34,74.17,"9,388.10",231.34
17/06/2020,Worldwide,8354600,38.8,73.28,"9,464.60",233.88
16/06/2020,Worldwide,8176194,39.23,73.19,"9,523.50",235.36
15/06/2020,Worldwide,8036834,41.09,70.21,"9,425.40",230.93
14/06/2020,Worldwide,7904747,41.45,68.34,"9,345.30",232.02
13/06/2020,Worldwide,7770657,38.8,73.51,"9,471.30",238.22
12/06/2020,Worldwide,7636651,37.76,73.72,"9,466.60",237.54
11/06/2020,Worldwide,7517644,37.19,74.33,"9,283.20",230.71
10/06/2020,Worldwide,7364298,38,72.95,"9,878.80",247.78
09/06/2020,Worldwide,7245325,38.83,73.27,"9,768.80",243.82
08/06/2020,Worldwide,7122009,41.1,68.22,"9,777.90",246.18
07/06/2020,Worldwide,7014885,39.33,70.94,"9,742.60",244.56
06/06/2020,Worldwide,6900365,38.58,73.41,"9,669.60",242
05/06/2020,Worldwide,6774338,39.2,73.81,"9,631.20",240.23
04/06/2020,Worldwide,6636911,38.31,73.99,"9,794.40",243.37
03/06/2020,Worldwide,6508700,37.42,73.95,"9,667.20",244.52
02/06/2020,Worldwide,6390059,39.1,73.22,"9,527.60",237.94
01/06/2020,Worldwide,6268959,42.1,71.41,"10,189.30",247.97
31/05/2020,Worldwide,6170046,40.92,71.09,"9,454.80",231.81
30/05/2020,Worldwide,6062303,41.21,76.43,"9,692.50",243.63
29/05/2020,Worldwide,5927447,44.14,75.71,"9,424.80",220.66
28/05/2020,Worldwide,5811993,44.25,76.82,"9,572.20",220.18
27/05/2020,Worldwide,5695242,45.54,75.54,"9,199.10",208.18
26/05/2020,Worldwide,5592435,49.93,72.73,"8,842.50",201
25/05/2020,Worldwide,5498168,52.75,75.54,"8,898.20",204.13
24/05/2020,Worldwide,5410890,50.74,71.87,"8,728.20",199.97
23/05/2020,Worldwide,5313489,45.82,76.27,"9,177.00",206.62
22/05/2020,Worldwide,5214423,45.61,77.07,"9,169.70",207.35
21/05/2020,Worldwide,5105875,47.3,77.35,"9,059.00",198.75
20/05/2020,Worldwide,4999769,47.03,76.61,"9,512.30",209.99
19/05/2020,Worldwide,4900867,47.82,77.17,"9,773.30",214.51
18/05/2020,Worldwide,4805621,53.11,75.24,"9,730.70",214.87
17/05/2020,Worldwide,4717489,45.89,75.03,"9,677.70",207
16/05/2020,Worldwide,4637049,46.84,76.13,"9,379.50",200.51
15/05/2020,Worldwide,4545355,48.27,80.09,"9,318.00",194.85
14/05/2020,Worldwide,4444830,48.57,77.76,"9,778.40",203.3
13/05/2020,Worldwide,4350438,48.66,76.53,"9,298.70",199.58
12/05/2020,Worldwide,4264821,49.35,77.23,"8,813.80",189.84
11/05/2020,Worldwide,4179851,58.41,76.58,"8,579.80",185.96
10/05/2020,Worldwide,4104732,52.21,72.71,"8,738.80",187.78
09/05/2020,Worldwide,4026683,47.69,77.44,"9,554.60",210.22
08/05/2020,Worldwide,3941433,47.97,79.37,"9,806.20",211.45
07/05/2020,Worldwide,3849617,50.05,78.88,"9,979.80",212
06/05/2020,Worldwide,3759089,49.84,78.46,"9,151.40",199.04
05/05/2020,Worldwide,3665288,51.32,77.92,"9,001.00",205.36
04/05/2020,Worldwide,3585871,57.65,77.25,"8,874.70",206.61
03/05/2020,Worldwide,3510040,50.75,76.86,"8,885.50",209.83
02/05/2020,Worldwide,3432348,49.39,81.52,"8,966.30",213.96
01/05/2020,Worldwide,3348881,49.1,79.27,"8,821.60",212
30/04/2020,Worldwide,3261091,50.79,78.5,"8,629.00",206.22
29/04/2020,Worldwide,3197917,51.48,80.74,"8,770.90",215.4
28/04/2020,Worldwide,3119343,51.2,79.58,"7,746.90",196.55
27/04/2020,Worldwide,3044175,57.88,78.13,"7,766.00",196.14
26/04/2020,Worldwide,2973745,54.28,74.92,"7,678.90",197.35
25/04/2020,Worldwide,2899489,53.46,80.73,"7,540.40",194.01
24/04/2020,Worldwide,2812627,52.84,79.93,"7,503.80",187.58
23/04/2020,Worldwide,2709780,53.04,79,"7,488.50",185.46
22/04/2020,Worldwide,2629886,54.26,80.13,"7,112.90",182.72
21/04/2020,Worldwide,2550664,53.99,79.43,"6,842.50",170.79
20/04/2020,Worldwide,2473383,61.16,79.33,"6,833.50",170.4
19/04/2020,Worldwide,2402876,61.29,77.77,"7,122.90",180.13
18/04/2020,Worldwide,2322894,56.62,80.04,"7,230.80",187.45
17/04/2020,Worldwide,2241542,55.79,80.07,"7,035.80",170.63
16/04/2020,Worldwide,2153697,56,81.01,"7,085.60",172.31
15/04/2020,Worldwide,2057289,56.55,80.19,"6,629.10",152.9
14/04/2020,Worldwide,1976393,57.9,80.27,"6,850.90",158.45
13/04/2020,Worldwide,1905180,63.99,79.42,"6,841.30",156.38
12/04/2020,Worldwide,1834883,64.54,79.41,"6,917.60",158.73
11/04/2020,Worldwide,1735905,62.26,79.76,"6,867.80",158.18
10/04/2020,Worldwide,1657671,58.37,82.95,"6,863.10",157.86
09/04/2020,Worldwide,1564378,56.77,81.75,"7,289.00",169.68
08/04/2020,Worldwide,1480597,57.33,82.39,"7,361.20",173
07/04/2020,Worldwide,1395318,59.18,81.17,"7,185.20",164.71
06/04/2020,Worldwide,1322066,68.46,79.84,"7,332.30",171.06
05/04/2020,Worldwide,1249589,66.34,78.73,"6,772.70",142.58
04/04/2020,Worldwide,1177421,60.11,81.4,"6,857.40",144.01
03/04/2020,Worldwide,1096794,58.45,82.59,"6,735.90",141.14
02/04/2020,Worldwide,1013290,56.45,81.19,"6,800.50",141.3
01/04/2020,Worldwide,932861,55.95,81.1,"6,638.50",135.66
31/03/2020,Worldwide,857801,58.16,82.31,"6,412.50",132.86
30/03/2020,Worldwide,782710,69.27,81.45,"6,391.00",132.15
29/03/2020,Worldwide,720366,66.2,80.99,"5,890.40",125.24
28/03/2020,Worldwide,663428,59.03,83.93,"6,233.70",131.03
27/03/2020,Worldwide,593766,59.51,82.12,"6,373.40",131.74
26/03/2020,Worldwide,530113,59.5,81.68,"6,725.10",138.38
25/03/2020,Worldwide,467989,60.07,82.2,"6,678.90",136.07
24/03/2020,Worldwide,418250,58.66,80.8,"6,744.60",138.62
23/03/2020,Worldwide,378951,68.87,82.61,"6,468.90",136.02
22/03/2020,Worldwide,338488,66.59,78.7,"5,822.10",122.41
21/03/2020,Worldwide,303819,56.92,79.88,"6,186.20",132.58
20/03/2020,Worldwide,271444,55.71,78.2,"6,205.30",133.32
19/03/2020,Worldwide,241874,52.98,77.86,"6,172.00",135.43
18/03/2020,Worldwide,214244,52.11,76.57,"5,361.40",117.77
17/03/2020,Worldwide,196601,50.22,75.58,"5,261.10",116.06
16/03/2020,Worldwide,181025,61.16,78.98,"5,030.00",111.02
15/03/2020,Worldwide,167002,55.88,75.51,"5,366.30",124.35
14/03/2020,Worldwide,155858,47.08,66.99,"5,182.70",122.69
13/03/2020,Worldwide,144973,41.48,65.37,"5,584.30",133.99
12/03/2020,Worldwide,128192,33.27,64.62,"4,826.00",107.9
11/03/2020,Worldwide,125713,31.24,61.62,"7,935.10",194.58
10/03/2020,Worldwide,118472,28.57,60.74,"7,891.20",200.56
09/03/2020,Worldwide,113673,29.85,61.18,"7,933.00",202.85
08/03/2020,Worldwide,109725,28.3,58.12,"8,034.10",199.16
07/03/2020,Worldwide,105754,24.68,57.43,"8,887.80",237.32
06/03/2020,Worldwide,101693,21.96,57.05,"9,134.80",244.9
05/03/2020,Worldwide,97891,22.19,55.65,"9,060.30",228.45
04/03/2020,Worldwide,95080,21.12,55.2,"8,757.90",224.38
03/03/2020,Worldwide,92829,19.7,54.71,"8,761.40",223.94
02/03/2020,Worldwide,90284,20.38,57.26,"8,904.80",231.87
01/03/2020,Worldwide,88345,17.23,54.89,"8,540.00",217.99
29/02/2020,Worldwide,85992,18.5,53.28,"8,543.70",217.52
28/02/2020,Worldwide,84106,15.64,48.77,"8,697.50",226.93
27/02/2020,Worldwide,82737,14.23,46.31,"8,818.60",227.53
26/02/2020,Worldwide,81380,11.63,43,"8,800.30",224.3
25/02/2020,Worldwide,80398,12.77,41.51,"9,317.20",246.96
24/02/2020,Worldwide,79552,12.02,41.22,"9,662.70",265.65
23/02/2020,Worldwide,78963,9.27,36.84,"9,942.70",274.72
22/02/2020,Worldwide,78577,9.96,35.43,"9,655.70",261.64
21/02/2020,Worldwide,76821,8.7,36.01,"9,684.50",265.11
20/02/2020,Worldwide,76177,8.77,36.49,"9,602.40",257.39
19/02/2020,Worldwide,75619,10.43,39.91,"9,609.40",259.12
18/02/2020,Worldwide,75116,11.26,39.55,"10,158.40",282.26
17/02/2020,Worldwide,73238,10.16,40.06,"9,701.40",267.63
16/02/2020,Worldwide,71204,8.86,37.67,"9,932.30",259.99
15/02/2020,Worldwide,69011,9.11,37.85,"9,907.70",264.87
14/02/2020,Worldwide,66868,9.89,39.8,"10,333.00",285.25
13/02/2020,Worldwide,60351,9.25,38.66,"10,235.10",268.75
12/02/2020,Worldwide,45204,8.95,38.07,"10,317.70",265.58
11/02/2020,Worldwide,44785,9.83,37.24,"10,229.50",236.76
10/02/2020,Worldwide,42745,10.38,41.74,"9,854.10",222.95
09/02/2020,Worldwide,40135,9.45,39.66,"10,151.50",228.59
08/02/2020,Worldwide,37105,8.83,39.45,"9,895.50",223.23
07/02/2020,Worldwide,34380,9.31,37.3,"9,818.60",223.51
06/02/2020,Worldwide,30806,10.44,37.66,"9,772.00",213.16
05/02/2020,Worldwide,27624,10.5,37.03,"9,611.80",203.83
04/02/2020,Worldwide,23882,11.12,38.57,"9,193.90",188.93
03/02/2020,Worldwide,19873,12.33,45.81,"9,296.60",189.79
02/02/2020,Worldwide,16779,10.41,42.32,"9,334.90",188.5
01/02/2020,Worldwide,12030,11.27,40.39,"9,381.60",183.64
31/01/2020,Worldwide,9917,9.85,37.71,"9,349.10",179.91
30/01/2020,Worldwide,8227,9.82,36.28,"9,507.30",184.59
29/01/2020,Worldwide,6158,9.06,34.2,"9,298.90",173.86
28/01/2020,Worldwide,5574,7.79,31.94,"9,377.30",175.74
27/01/2020,Worldwide,2923,8.93,37.63,"8,866.60",170.27
26/01/2020,Worldwide,2114,7.91,31.91,"8,607.80",167.9
25/01/2020,Worldwide,1434,6.21,28.89,"8,341.60",160.44
24/01/2020,Worldwide,941,5.36,24.7,"8,439.90",162.55
23/01/2020,Worldwide,1097,4.27,21.91,"8,405.10",162.8
22/01/2020,Worldwide,0,3.27,19.85,"8,678.50",168.13
21/01/2020,Worldwide,0,1.26,12.96,"8,732.60",169.41
20/01/2020,Worldwide,0,0.86,13.62,"8,641.90",166.87
19/01/2020,Worldwide,0,0.77,11.44,"8,706.20",166.92
18/01/2020,Worldwide,0,0.49,9.31,"8,916.30",174.19
17/01/2020,Worldwide,0,0.25,5.99,"8,913.10",170.22
16/01/2020,Worldwide,0,0.16,4.68,"8,726.90",164.36
15/01/2020,Worldwide,0,0.12,3.3,"8,818.30",166.45
14/01/2020,Worldwide,0,0.16,4.27,"8,829.20",166.07
13/01/2020,Worldwide,0,0.15,3.1,"8,111.40",143.6
12/01/2020,Worldwide,0,0.39,8.19,"8,187.60",146.46
11/01/2020,Worldwide,0,0.05,1.88,"8,024.10",142.67
10/01/2020,Worldwide,0,0.21,6.1,"8,187.10",144.81
09/01/2020,Worldwide,0,0.02,0.95,"7,842.40",137.92
08/01/2020,Worldwide,0,0.02,0.66,"8,059.60",140.81
07/01/2020,Worldwide,0,0.05,1.59,"8,155.70",143.04
06/01/2020,Worldwide,0,0.04,1.19,"7,759.10",144.08
05/01/2020,Worldwide,0,0.02,0.67,"7,372.50",135.59
04/01/2020,Worldwide,0,0.03,1.07,"7,376.80",134.33
03/01/2020,Worldwide,0,0,0.2,"7,343.10",134.27
02/01/2020,Worldwide,0,0.01,0.3,"6,967.00",127.19
01/01/2020,Worldwide,0,0,0.09,"7,199.80",130.75