date,fngvalue,fngclassification,totalcases,dailycases,totaldeaths,dailydeaths,panic_index,MHI,sentiment_index,MCI
18/09/2020,49,Neutral,30554969,326229,1000131,5891,3.26,31.01,4.38,74.54
17/09/2020,48,Neutral,30228740,315044,994240,5603,2.57,31.66,4.31,75.02
16/09/2020,43,Fear,29913696,303905,988637,5901,2.29,31.09,3.4,74.2
15/09/2020,47,Neutral,29609791,369139,982736,7675,2.25,31.23,2.07,73.06
14/09/2020,39,Fear,29240652,178456,975061,3458,3.02,31.98,2.29,72.89
13/09/2020,38,Fear,29062196,243336,971603,3956,2.75,31.85,-8.69,70.87
12/09/2020,41,Fear,28818860,287870,967647,5103,2.83,31.49,-0.77,73.27
11/09/2020,41,Fear,28530990,321450,962544,6023,3.09,31.95,0.65,74.15
10/09/2020,38,Fear,28209540,299074,956521,6019,2.86,31.94,0.77,74.1
09/09/2020,38,Fear,27910466,293943,950502,6406,2.28,32.9,0.62,73.99
08/09/2020,41,Fear,27616523,237555,944096,5105,2.51,32.08,1.64,70.77
07/09/2020,41,Fear,27378968,213474,938991,9388,2.06,30.25,1.45,72.03
06/09/2020,41,Fear,27165494,239025,929603,4378,2.81,31.51,6.38,71.67
05/09/2020,41,Fear,26926469,271041,925225,5229,3.12,32.78,6.52,73.18
04/09/2020,40,Fear,26655428,306235,919996,5636,2.59,33.43,4.9,74.68
03/09/2020,79,Extreme Greed,26349193,274268,914360,6069,2.39,33.05,5.12,74.74
02/09/2020,83,Extreme Greed,26074925,282233,908291,6272,2.16,32.81,5.61,74.49
01/09/2020,75,Greed,25792692,266879,902019,6675,2.22,33.48,3.99,73.64
31/08/2020,75,Greed,25525813,262203,895344,4274,2.41,32.06,3.78,73.8
30/08/2020,75,Greed,25263610,221564,891070,4422,3.36,30.93,1.78,69.7
29/08/2020,79,Extreme Greed,25042046,266683,886648,5683,3.19,32.04,0.53,73.19
28/08/2020,74,Greed,24775363,283950,880965,5857,2.24,31.45,1.83,74.53
27/08/2020,75,Greed,24491413,281693,875108,6235,2.58,32.37,3.05,74.12
26/08/2020,76,Extreme Greed,24209720,280536,868873,6562,2.48,34.14,1.32,74.95
25/08/2020,75,Greed,23929184,244408,862311,6639,2.33,34.44,2.09,73.98
24/08/2020,78,Extreme Greed,23684776,224365,855672,4667,3.79,34.27,0.95,74.2
23/08/2020,76,Extreme Greed,23460411,217826,851005,4744,4.17,34.87,2.81,72.22
22/08/2020,78,Extreme Greed,23242585,255011,846261,5485,3.41,34.47,-2.01,74.17
21/08/2020,81,Extreme Greed,22987574,261849,840776,5750,2.11,33.33,-4.61,73.47
20/08/2020,75,Greed,22725725,273210,835026,6414,2.7,33.6,-5.29,73.65
19/08/2020,80,Extreme Greed,22452515,275619,828612,7075,2.95,34.74,-11.04,74
18/08/2020,82,Extreme Greed,22176896,256124,821537,7043,3.01,34.49,-12.19,72.65
17/08/2020,83,Extreme Greed,21920772,206562,814494,-838,3.04,35.5,-12.75,73.69
16/08/2020,82,Extreme Greed,21714210,216078,815332,4809,2.72,35.55,-17.18,72.82
15/08/2020,79,Extreme Greed,21498132,253598,810523,6002,2.12,34.96,-12.28,74.13
14/08/2020,78,Extreme Greed,21244534,302065,804521,6623,2.37,35.98,-9.28,73.82
13/08/2020,75,Greed,20942469,278603,797898,6581,2.4,35.41,-10.62,73.87
12/08/2020,75,Greed,20663866,283055,791317,7317,2.55,35.3,-4.55,73.99
11/08/2020,84,Extreme Greed,20380811,261682,784000,6696,2.28,34.98,-4.1,73.07
10/08/2020,78,Extreme Greed,20119129,223981,777304,5209,3.69,37.05,-4.55,75.1
09/08/2020,79,Extreme Greed,19895148,228050,772095,5177,2.99,36.24,-3.65,72.45
08/08/2020,77,Extreme Greed,19667098,260267,766918,6134,2.44,36.32,-8.73,74.19
07/08/2020,77,Extreme Greed,19406831,284277,760784,6829,3.05,36.78,-11.67,75.02
06/08/2020,79,Extreme Greed,19122554,283198,753955,7464,2.41,36.69,-12.49,74.5
05/08/2020,75,Greed,18839356,277314,746491,7521,2.36,35.49,-14.96,74.59
04/08/2020,72,Greed,18562042,254370,738970,7067,2.23,36.15,-16.88,73.06
03/08/2020,75,Greed,18307672,207440,731903,4769,3.78,40.42,-16.53,72
02/08/2020,80,Extreme Greed,18100232,231754,727134,4686,3.94,35.98,-8.58,73.24
01/08/2020,75,Greed,17868478,252138,722448,6238,2.61,37.84,-11.45,75.81
31/07/2020,75,Greed,17616340,290806,716210,6660,2.47,38.55,-16.07,74.7
30/07/2020,76,Extreme Greed,17325534,280769,709550,6846,2.8,38.67,-14.91,74.8
29/07/2020,71,Greed,17044765,336407,702704,7830,2.99,39.02,-12.44,75.09
28/07/2020,76,Extreme Greed,16708358,201652,694874,5874,2.81,40.12,-11.69,73.52
27/07/2020,58,Greed,16506706,234502,689000,5485,3.24,39.05,-12.53,72.92
26/07/2020,55,Greed,16272204,207249,683515,4062,3.49,39.59,-19.29,71.83
25/07/2020,55,Greed,16064955,255302,679453,6254,2.67,37.45,-16.21,74.39
24/07/2020,53,Neutral,15809653,282749,673199,6642,2.6,39.49,-9.45,74.39
23/07/2020,55,Greed,15526904,282843,666557,6696,3.1,37.3,-6.86,73.87
22/07/2020,50,Neutral,15244061,279692,659861,7411,2.64,38.28,-7.45,73.86
21/07/2020,44,Fear,14964369,240977,652450,6781,2.7,37.49,-7.02,72.18
20/07/2020,44,Fear,14723392,199122,645669,3338,3.15,40.21,-8.29,72.71
19/07/2020,41,Fear,14524270,214923,642331,4879,2.95,38.51,-9.39,71.25
18/07/2020,44,Fear,14309347,238073,637452,6598,2.76,38.55,-9.41,73.66
17/07/2020,41,Fear,14071274,250876,630854,6970,3.07,37.78,-9.31,73.69
16/07/2020,43,Fear,13820398,248950,623884,6203,3.18,38.68,-11.23,73.4
15/07/2020,44,Fear,13571448,231463,617681,5886,2.68,38.75,-9.13,73.55
14/07/2020,43,Fear,13339985,219180,611795,6032,2.52,38.07,-6.87,71.74
13/07/2020,43,Fear,13120805,191743,605763,4344,3.84,41.92,-3.01,72.09
12/07/2020,41,Fear,12929062,194397,601419,4313,3.95,40.6,5,70.42
11/07/2020,44,Fear,12734665,219643,597106,5391,2.75,37.83,9.1,72.26
10/07/2020,41,Fear,12515022,231515,591715,5651,2.67,37.56,9.4,74.03
09/07/2020,44,Fear,12283507,223716,586064,5837,3,38.5,11.98,72.34
08/07/2020,44,Fear,12059791,213404,580227,5693,2.56,39.28,10.45,73.08
07/07/2020,43,Fear,11846387,208447,574534,6398,2.92,39.19,9.86,72.98
06/07/2020,40,Fear,11637940,168764,568136,4128,4.58,41.99,9.38,72.42
05/07/2020,38,Fear,11469176,183011,564008,3897,3.03,40.89,9.07,70.51
04/07/2020,40,Fear,11286165,195530,560111,4784,3.28,38.9,12.02,73.17
03/07/2020,41,Fear,11090635,205229,555327,5471,2.86,38.44,11.68,72.67
02/07/2020,42,Fear,10885406,178761,549856,5485,2.51,38.61,8.74,72.9
01/07/2020,42,Fear,10706645,216678,544371,5327,2.54,38.38,10.55,72.17
30/06/2020,44,Fear,10489967,176125,539044,5995,2.82,39.35,11.52,73.18
29/06/2020,41,Fear,10313842,152802,533049,3904,4.28,41.29,11.91,70.5
28/06/2020,40,Fear,10161040,170146,529145,3589,3.24,40.73,14.49,69.32
27/06/2020,43,Fear,9990894,178338,525556,4862,3.2,39.05,11.93,72.77
26/06/2020,40,Fear,9812556,192053,520694,5208,2.67,39.17,11.71,73.88
25/06/2020,43,Fear,9620503,179264,515486,6909,3.24,38.79,12.82,72.89
24/06/2020,50,Neutral,9441239,169306,508577,5532,2.86,37.62,12.96,71.54
23/06/2020,41,Fear,9271933,166666,503045,5659,2.52,38.58,12.71,71.29
22/06/2020,38,Fear,9105267,143199,497386,3982,3.49,41.69,12.51,69.86
21/06/2020,37,Fear,8962068,164379,493404,4531,3.12,39.31,3.11,70.07
20/06/2020,38,Fear,8797689,123893,488873,4587,2.47,37.84,-4.6,72.28
19/06/2020,39,Fear,8673796,179827,484286,6493,2.32,36.71,-16.07,73.23
18/06/2020,40,Fear,8493969,139369,477793,5376,2.78,37.34,-17.17,74.17
17/06/2020,38,Fear,8354600,178406,472417,5674,2.62,38.8,-18.31,73.28
16/06/2020,39,Fear,8176194,139360,466743,7135,2.25,39.23,-25.41,73.19
15/06/2020,37,Fear,8036834,132087,459608,4246,3.13,41.09,-25.38,70.21
14/06/2020,40,Fear,7904747,134090,455362,3595,3.19,41.45,-25.93,68.34
13/06/2020,38,Fear,7770657,134006,451767,4611,3.24,38.8,-17.79,73.51
12/06/2020,38,Fear,7636651,119006,447156,4512,2.36,37.76,-6.83,73.72
11/06/2020,52,Neutral,7517645,153346,442644,5630,2.2,37.19,-7.53,74.33
10/06/2020,54,Neutral,7364299,118973,437014,5141,2.52,38,-8.41,72.95
09/06/2020,52,Neutral,7245326,123316,431873,5264,2.38,38.83,-3.24,73.27
08/06/2020,53,Neutral,7122010,107124,426609,4276,3.24,41.1,-5.14,68.22
07/06/2020,54,Neutral,7014886,114520,422333,3216,3.24,39.33,-5.32,70.94
06/06/2020,54,Neutral,6900366,126027,419117,4305,2.4,38.58,-10.24,73.41
05/06/2020,53,Neutral,6774339,137427,414812,5411,2.39,39.2,-16.83,73.81
04/06/2020,54,Neutral,6636912,128211,409401,5511,2.45,38.31,-16.14,73.99
03/06/2020,48,Neutral,6508701,118641,403890,5919,2.77,37.42,-14.78,73.95
02/06/2020,56,Greed,6390060,121100,397971,5268,2.92,39.1,-12.78,73.22
01/06/2020,50,Neutral,6268960,98913,392703,3973,4.1,42.1,-11.29,71.41
31/05/2020,51,Neutral,6170047,107743,388730,3230,3.75,40.92,-12.1,71.09
30/05/2020,48,Neutral,6062304,134856,385500,4577,2.74,41.21,-12.14,76.43
29/05/2020,48,Neutral,5927448,115453,380923,5074,2.85,44.14,-13.29,75.71
28/05/2020,41,Fear,5811995,116751,375849,5062,3.08,44.25,-13.61,76.82
27/05/2020,39,Fear,5695244,102808,370787,5404,3.11,45.54,-14.19,75.54
26/05/2020,39,Fear,5592436,94267,365383,4674,3.39,49.93,-15.05,72.73
25/05/2020,41,Fear,5498169,87278,360709,1582,4.2,52.75,-15.93,75.54
24/05/2020,43,Fear,5410891,97401,359127,3349,3.9,50.74,-16.51,71.87
23/05/2020,40,Fear,5313490,99066,355778,4317,3.28,45.82,-20.95,76.27
22/05/2020,42,Fear,5214424,108548,351461,5699,3.02,45.61,-19.78,77.07
21/05/2020,49,Neutral,5105876,106106,345762,5170,3.08,47.3,-19.78,77.35
20/05/2020,52,Neutral,4999770,98902,340592,5228,3.14,47.03,-22.75,76.61
19/05/2020,50,Neutral,4900868,95247,335364,5194,2.9,47.82,-24.21,77.17
18/05/2020,50,Neutral,4805621,88132,330170,3765,4.01,53.11,-29.76,75.24
17/05/2020,40,Fear,4717489,80440,326405,3738,3.18,45.89,-30.1,75.03
16/05/2020,41,Fear,4637049,91694,322667,4573,3.36,46.84,-30.49,76.13
15/05/2020,44,Fear,4545355,100525,318094,5689,3.65,48.27,-32.36,80.09
14/05/2020,40,Fear,4444830,94392,312405,5605,3.5,48.57,-31.82,77.76
13/05/2020,41,Fear,4350438,85617,306800,5520,3.24,48.66,-31.4,76.53
12/05/2020,39,Fear,4264821,84970,301280,5974,3.66,49.35,-31.48,77.23
11/05/2020,40,Fear,4179851,75119,295306,4093,6.18,58.41,-31.66,76.58
10/05/2020,48,Neutral,4104732,78049,291213,3899,4.94,52.21,-30.16,72.71
09/05/2020,56,Greed,4026683,85250,287314,4802,3.45,47.69,-30.34,77.44
08/05/2020,55,Greed,3941433,91816,282512,5713,3.07,47.97,-30.06,79.37
07/05/2020,49,Neutral,3849617,90528,276799,6096,3.24,50.05,-32.24,78.88
06/05/2020,42,Fear,3759089,93801,270703,6797,3.12,49.84,-32.28,78.46
05/05/2020,40,Fear,3665288,79417,263906,5917,3.56,51.32,-38.04,77.92
04/05/2020,44,Fear,3585871,75831,257989,4480,5.65,57.65,-33.97,77.25
03/05/2020,45,Fear,3510040,77692,253509,4088,4.54,50.75,-34.94,76.86
02/05/2020,40,Fear,3432348,83467,249421,5692,3.55,49.39,-34.72,81.52
01/05/2020,40,Fear,3348881,87790,243729,5577,3.39,49.1,-34.5,79.27
30/04/2020,44,Fear,3261091,63175,238152,5854,3.44,50.79,-34.23,78.5
29/04/2020,26,Fear,3197916,78574,232298,10674,3.55,51.48,-34.76,80.74
28/04/2020,26,Fear,3119342,75168,221624,6276,3.57,51.2,-33.82,79.58
27/04/2020,28,Fear,3044174,70430,215348,4884,5.22,57.88,-38.03,78.13
26/04/2020,21,Extreme Fear,2973744,74256,210464,4083,4.49,54.28,-38.63,74.92
25/04/2020,24,Extreme Fear,2899488,86862,206381,5976,4.14,53.46,-39.18,80.73
24/04/2020,20,Extreme Fear,2812626,102847,200405,6486,3.8,52.84,-42.94,79.93
23/04/2020,19,Extreme Fear,2709779,79893,193919,7957,3.94,53.04,-50.52,79
22/04/2020,19,Extreme Fear,2629886,79222,185962,6690,3.83,54.26,-58.89,80.13
21/04/2020,17,Extreme Fear,2550664,77281,179272,6703,4.21,53.99,-63.6,79.43
20/04/2020,15,Extreme Fear,2473383,70507,172569,5164,5.52,61.16,-66.38,79.33
19/04/2020,16,Extreme Fear,2402876,79982,167405,5678,5.19,61.29,-66.34,77.77
18/04/2020,18,Extreme Fear,2322894,81352,161727,5842,4.46,56.62,-66.84,80.04
17/04/2020,15,Extreme Fear,2241542,87845,155885,10176,4.2,55.79,-65.97,80.07
16/04/2020,13,Extreme Fear,2153697,96408,145709,9695,4.23,56,-61.51,81.01
15/04/2020,18,Extreme Fear,2057289,80896,136014,8329,4.11,56.55,-56.22,80.19
14/04/2020,15,Extreme Fear,1976393,71213,127685,6632,4.65,57.9,-51.56,80.27
13/04/2020,11,Extreme Fear,1905180,70297,121053,5568,6.41,63.99,-51.62,79.42
12/04/2020,10,Extreme Fear,1834883,98978,115485,5786,6.6,64.54,-51.82,79.41
11/04/2020,15,Extreme Fear,1735905,78234,109699,6110,5.79,62.26,-52.56,79.76
10/04/2020,15,Extreme Fear,1657671,93293,103589,7136,4.53,58.37,-53.96,82.95
09/04/2020,22,Extreme Fear,1564378,83781,96453,7189,5.03,56.77,-56.64,81.75
08/04/2020,21,Extreme Fear,1480597,85279,89264,6529,5.16,57.33,-60.57,82.39
07/04/2020,20,Extreme Fear,1395318,73252,82735,7384,4.94,59.18,-55.74,81.17
06/04/2020,12,Extreme Fear,1322066,72477,75351,5311,6.66,68.46,-56.68,79.84
05/04/2020,12,Extreme Fear,1249589,72168,70040,4878,7.06,66.34,-57.42,78.73
04/04/2020,12,Extreme Fear,1177421,80627,65162,5943,5.79,60.11,-56.75,81.4
03/04/2020,14,Extreme Fear,1096794,83504,59219,5869,4.94,58.45,-56.9,82.59
02/04/2020,14,Extreme Fear,1013290,80429,53350,5829,5.23,56.45,-59.05,81.19
01/04/2020,12,Extreme Fear,932861,75060,47521,5196,4.8,55.95,-60.36,81.1
31/03/2020,12,Extreme Fear,857801,75091,42325,4503,5.3,58.16,-69.92,82.31
30/03/2020,10,Extreme Fear,782710,62344,37822,3673,9.21,69.27,-67.34,81.45
29/03/2020,12,Extreme Fear,720366,56938,34149,3258,7.86,66.2,-66.33,80.99
28/03/2020,8,Extreme Fear,663428,69662,30891,3567,5.92,59.03,-65.87,83.93
27/03/2020,12,Extreme Fear,593766,63653,27324,3222,5.42,59.51,-62.59,82.12
26/03/2020,14,Extreme Fear,530113,62124,24102,2803,6.25,59.5,-59.65,81.68
25/03/2020,13,Extreme Fear,467989,49739,21299,2586,6.63,60.07,-59.01,82.2
24/03/2020,12,Extreme Fear,418250,39299,18713,2128,6.13,58.66,-58.59,80.8
23/03/2020,10,Extreme Fear,378951,40463,16585,1903,8.05,68.87,-61.35,82.61
22/03/2020,11,Extreme Fear,338488,34669,14682,1666,9.02,66.59,-61.38,78.7
21/03/2020,9,Extreme Fear,303819,32375,13016,1669,6.9,56.92,-61.88,79.88
20/03/2020,9,Extreme Fear,271444,29570,11347,1440,6.98,55.71,-64.22,78.2
19/03/2020,12,Extreme Fear,241874,27630,9907,1138,6.49,52.98,-66.26,77.86
18/03/2020,11,Extreme Fear,214244,17643,8769,841,6.32,52.11,-65.23,76.57
17/03/2020,8,Extreme Fear,196601,15576,7928,780,6.58,50.22,-66.03,75.58
16/03/2020,9,Extreme Fear,181025,14023,7148,695,8.8,61.16,-68.7,78.98
15/03/2020,12,Extreme Fear,167002,11144,6453,630,7.68,55.88,-68.71,75.51
14/03/2020,8,Extreme Fear,155858,10885,5823,416,7.01,47.08,-68.52,66.99
13/03/2020,10,Extreme Fear,144973,16781,5407,679,6.06,41.48,-60.96,65.37
12/03/2020,14,Extreme Fear,128192,2479,4728,108,4.07,33.27,-54.37,64.62
11/03/2020,17,Extreme Fear,125713,7241,4620,354,4.26,31.24,-46.61,61.62
10/03/2020,16,Extreme Fear,118472,4799,4266,262,4.78,28.57,-38.29,60.74
09/03/2020,17,Extreme Fear,113673,3948,4004,199,5.23,29.85,-33.72,61.18
08/03/2020,33,Fear,109725,3971,3805,241,4.03,28.3,-30.93,58.12
07/03/2020,38,Fear,105754,4061,3564,103,3.38,24.68,-32.29,57.43
06/03/2020,39,Fear,101693,3802,3461,113,2.83,21.96,-37.14,57.05
05/03/2020,41,Fear,97891,2811,3348,94,2.84,22.19,-42.39,55.65
04/03/2020,40,Fear,95080,2251,3254,94,2.59,21.12,-48.56,55.2
03/03/2020,38,Fear,92829,2545,3160,74,2.69,19.7,-53.82,54.71
02/03/2020,38,Fear,90284,1939,3086,89,3,20.38,-55.2,57.26
01/03/2020,39,Fear,88345,2353,2997,55,2.86,17.23,-58.76,54.89
29/02/2020,38,Fear,85992,1886,2942,70,3.04,18.5,-57.06,53.28
28/02/2020,40,Fear,84106,1369,2872,58,2.29,15.64,-56.89,48.77
27/02/2020,39,Fear,82737,1357,2814,44,1.68,14.23,-50,46.31
26/02/2020,41,Fear,81380,982,2770,62,1.33,11.63,-49.36,43
25/02/2020,44,Fear,80398,846,2708,79,1.62,12.77,-49.33,41.51
24/02/2020,46,Fear,79552,589,2629,160,1.58,12.02,-52.26,41.22
23/02/2020,46,Fear,78963,386,2469,11,1.12,9.27,-44.11,36.84
22/02/2020,43,Fear,78577,1756,2458,207,1.21,9.96,-39.86,35.43
21/02/2020,44,Fear,76821,644,2251,4,0.72,8.7,-39.99,36.01
20/02/2020,44,Fear,76177,558,2247,125,0.63,8.77,-41.49,36.49
19/02/2020,50,Neutral,75619,503,2122,115,0.72,10.43,-37.42,39.91
18/02/2020,53,Neutral,75116,1878,2007,139,1.05,11.26,-32.9,39.55
17/02/2020,49,Neutral,73238,2034,1868,98,1.28,10.16,-30.11,40.06
16/02/2020,59,Greed,71204,2193,1770,104,1.13,8.86,-33.29,37.67
15/02/2020,64,Greed,69011,2143,1666,143,0.8,9.11,-34.11,37.85
14/02/2020,63,Greed,66868,6517,1523,152,0.73,9.89,-27.7,39.8
13/02/2020,65,Greed,60351,15147,1371,253,0.88,9.25,-26.06,38.66
12/02/2020,61,Greed,45204,419,1118,5,0.88,8.95,-26.12,38.07
11/02/2020,52,Neutral,44785,2040,1113,100,1.04,9.83,-25.48,37.24
10/02/2020,57,Greed,42745,2610,1013,107,1.69,10.38,-28.14,41.74
09/02/2020,56,Greed,40135,3030,906,100,1.81,9.45,-33.6,39.66
08/02/2020,56,Greed,37105,2725,806,87,1.33,8.83,-38.67,39.45
07/02/2020,56,Greed,34380,3574,719,85,1.19,9.31,-45.14,37.3
06/02/2020,61,Greed,30806,3182,634,70,0.93,10.44,-52.04,37.66
05/02/2020,53,Neutral,27624,3742,564,72,1.27,10.5,-52.33,37.03
04/02/2020,56,Greed,23882,4009,492,66,1.74,11.12,-52.9,38.57
03/02/2020,59,Greed,19873,3094,426,64,1.48,12.33,-49.66,45.81
02/02/2020,57,Greed,16779,4749,362,103,1.49,10.41,-49.69,42.32
01/02/2020,57,Greed,12030,2113,259,46,1.48,11.27,-49.34,40.39
31/01/2020,55,Greed,9917,1690,213,42,1.34,9.85,-52.11,37.71
30/01/2020,57,Greed,8227,2069,171,38,1.22,9.82,-51.87,36.28
29/01/2020,57,Greed,6158,584,133,2,1.07,9.06,-57.24,34.2
28/01/2020,54,Neutral,5574,2651,131,49,0.99,7.79,-61.96,31.94
27/01/2020,50,Neutral,2923,809,82,26,1.34,8.93,-53.19,37.63
26/01/2020,42,Fear,2114,680,56,14,1.44,7.91,-46.64,31.91
25/01/2020,41,Fear,1434,493,42,16,1.06,6.21,-49.37,28.89
24/01/2020,40,Fear,941,-156,26,-8,0.79,5.36,-53.82,24.7
23/01/2020,49,Neutral,1097,540,34,17,0.71,4.27,-46.36,21.91
22/01/2020,52,Neutral,0,0,0,0,0.59,3.27,-50.65,19.85
21/01/2020,49,Neutral,0,0,0,0,0.39,1.26,-25.7,12.96
20/01/2020,48,Neutral,0,0,0,0,0.2,0.86,-27.69,13.62
19/01/2020,53,Neutral,0,0,0,0,0.16,0.77,-29.21,11.44
18/01/2020,51,Neutral,0,0,0,0,0.11,0.49,-25.87,9.31
17/01/2020,54,Neutral,0,0,0,0,0.03,0.25,-16.48,5.99
16/01/2020,55,Greed,0,0,0,0,0.02,0.16,-14.32,4.68
15/01/2020,54,Neutral,0,0,0,0,0.01,0.12,-8.56,3.3
14/01/2020,56,Greed,0,0,0,0,0.03,0.16,-8.05,4.27
13/01/2020,49,Neutral,0,0,0,0,0.04,0.15,-7.93,3.1
12/01/2020,45,Fear,0,0,0,0,0.08,0.39,-7.92,8.19
11/01/2020,50,Neutral,0,0,0,0,0.01,0.05,-2.82,1.88
10/01/2020,41,Fear,0,0,0,0,0.01,0.21,-5.33,6.1
09/01/2020,44,Fear,0,0,0,0,0,0.02,-2.49,0.95
08/01/2020,51,Neutral,0,0,0,0,0.01,0.02,-2.4,0.66
07/01/2020,40,Fear,0,0,0,0,0,0.05,-1.92,1.59
06/01/2020,41,Fear,0,0,0,0,0,0.04,0.26,1.19
05/01/2020,39,Fear,0,0,0,0,0,0.02,0.35,0.67
04/01/2020,38,Fear,0,0,0,0,0,0.03,0.41,1.07
03/01/2020,38,Fear,0,0,0,0,0,0,0.26,0.2
02/01/2020,39,Fear,0,0,0,0,0.01,0.01,0.26,0.3
01/01/2020,37,Fear,0,0,0,0,0,0,0.35,0.09