,date,area,totalcases,MHI,MCI,btc_price,eth_price
344,02/01/2021,Worldwide,84902469,40.66,74.79,32193.30,774.5
345,01/01/2021,Worldwide,84296827,39.23,77.04,29359.90,729.12
346,31/12/2020,Worldwide,83730210,40.37,76.21,28949.40,735.94
347,30/12/2020,Worldwide,82952724,38.21,75.58,28868.70,751.8
348,29/12/2020,Worldwide,82212023,36.8,74.56,27376.00,731.76
349,28/12/2020,Worldwide,81539606,36.3,76.15,27057.80,730.05
350,27/12/2020,Worldwide,81051460,38.45,74.75,26261.30,683.71
351,26/12/2020,Worldwide,80618327,38.73,72.86,26454.40,636.58
352,25/12/2020,Worldwide,80110628,39.08,75.23,24689.60,626.93
353,24/12/2020,Worldwide,79630229,37.29,74.67,23736.50,612.34
354,23/12/2020,Worldwide,78948059,38.46,75.74,23257.90,585.69
355,22/12/2020,Worldwide,78251784,37.95,74.73,23823.20,637.47
356,21/12/2020,Worldwide,77590139,41.97,74.62,22728.50,607.85
357,20/12/2020,Worldwide,77049825,40.85,74.36,23474.90,638.26
358,19/12/2020,Worldwide,76517673,36.15,74.24,23844.00,658.17
359,18/12/2020,Worldwide,75892667,33.89,73.9,23127.90,653.85
360,17/12/2020,Worldwide,75171064,35.2,75.04,22825.40,643.17
361,16/12/2020,Worldwide,74429544,34.83,74.48,21352.20,637.38
362,15/12/2020,Worldwide,73697582,35.9,73.97,19434.90,588.91
363,14/12/2020,Worldwide,73045069,34.8,74.65,19273.80,586.19
364,13/12/2020,Worldwide,72513308,36.25,73.64,19176.80,591.09
365,12/12/2020,Worldwide,71983159,34.22,74.88,18808.90,567.78
366,11/12/2020,Worldwide,71341370,33.67,73.75,18023.60,544.17
367,10/12/2020,Worldwide,70632791,34.83,75.04,18247.20,558.13
368,09/12/2020,Worldwide,69129220,35.57,74.78,18546.00,573.21
369,08/12/2020,Worldwide,68457219,36.46,74.83,18326.60,555.05
370,07/12/2020,Worldwide,67804914,36.31,74.91,19170.70,591.09
371,06/12/2020,Worldwide,67289490,33.88,74.23,19379.90,601.68
372,05/12/2020,Worldwide,66752166,36.28,74.03,19146.50,596.68
373,04/12/2020,Worldwide,66102989,35.03,75.75,18658.10,567.91
374,03/12/2020,Worldwide,65415174,36.41,74.79,19433.30,616.32
375,02/12/2020,Worldwide,64718388,36.68,74.96,19218.80,598.05
376,01/12/2020,Worldwide,64063407,35.22,74.35,18770.70,585.66
377,30/11/2020,Worldwide,63443449,32.56,73.52,19698.10,615.92
378,29/11/2020,Worldwide,62939586,34.91,72.5,18185.50,575.45
379,28/11/2020,Worldwide,62449967,36.3,72.19,17730.70,537.74
380,27/11/2020,Worldwide,61859915,35.31,73.51,17127.10,518.11
381,26/11/2020,Worldwide,61177093,37.62,74.82,17162.00,519.32
382,25/11/2020,Worldwide,60587876,35.98,75.11,18723.00,569.67
383,24/11/2020,Worldwide,59948857,36.79,73.1,19152.60,605.03
384,23/11/2020,Worldwide,59355714,39.29,74.64,18379.60,609.22
385,22/11/2020,Worldwide,58833170,37.34,72.8,18412.90,559.4
386,21/11/2020,Worldwide,58344978,38.23,74.69,18687.20,551.91
387,20/11/2020,Worldwide,57754019,38.04,75.83,18675.20,509.98
388,19/11/2020,Worldwide,57081273,36.95,74.32,17803.50,471.21
389,18/11/2020,Worldwide,56426809,35.13,74.62,17774.60,478.52
390,17/11/2020,Worldwide,55799364,36.95,74.0,17662.30,481.95
391,16/11/2020,Worldwide,55186868,36.83,74.82,16715.80,460.43
392,15/11/2020,Worldwide,54657076,37.06,74.79,15953.00,448.23
393,14/11/2020,Worldwide,54181569,35.62,75.22,16071.00,460.7
394,13/11/2020,Worldwide,53582010,34.5,75.47,16324.20,476.29
395,12/11/2020,Worldwide,52928929,34.55,74.63,16294.70,462.56
396,11/11/2020,Worldwide,52282483,33.12,74.94,15695.80,463.33
397,10/11/2020,Worldwide,51630802,36.15,73.12,15303.60,450.22
398,09/11/2020,Worldwide,51065642,32.64,74.18,15327.20,444.33
399,08/11/2020,Worldwide,50600187,30.32,72.79,15483.70,454.68
400,07/11/2020,Worldwide,50115441,29.91,74.42,14828.40,435.4
401,06/11/2020,Worldwide,49513138,31.23,73.37,15577.90,455.72
402,05/11/2020,Worldwide,48867902,32.45,72.56,15587.10,416.63
403,04/11/2020,Worldwide,48270474,33.76,74.32,14145.60,402.19
404,03/11/2020,Worldwide,47671928,33.01,73.99,14019.90,387.92
405,02/11/2020,Worldwide,47151513,34.82,74.41,13561.40,383.53
406,01/11/2020,Worldwide,46648530,35.07,74.51,13759.40,396.29
407,31/10/2020,Worldwide,46176674,32.53,75.34,13797.30,386.42
408,30/10/2020,Worldwide,45688644,33.18,75.78,13559.90,382.41
409,29/10/2020,Worldwide,45121106,33.87,75.19,13457.20,386.76
410,28/10/2020,Worldwide,44582373,32.57,74.82,13278.90,388.14
411,27/10/2020,Worldwide,44063525,33.0,73.1,13657.80,403.15
412,26/10/2020,Worldwide,43591699,36.27,74.17,13061.60,394.11
413,25/10/2020,Worldwide,43151819,34.05,73.85,13032.20,406.09
414,24/10/2020,Worldwide,42751558,34.52,74.42,13117.20,411.92
415,23/10/2020,Worldwide,42295389,33.67,75.13,12934.10,408.52
416,22/10/2020,Worldwide,41788150,34.25,74.42,12974.60,414.05
417,21/10/2020,Worldwide,41315592,33.51,74.76,12808.70,391.2
418,20/10/2020,Worldwide,40871440,34.55,73.16,11913.50,368.35
419,19/10/2020,Worldwide,40482259,33.98,73.41,11753.40,379.19
420,18/10/2020,Worldwide,40095807,34.27,72.59,11506.90,377.81
421,17/10/2020,Worldwide,39778821,35.58,74.08,11362.10,368.63
422,16/10/2020,Worldwide,39403962,36.02,74.81,11322.00,365.17
423,15/10/2020,Worldwide,38992046,34.18,74.79,11503.00,377.45
424,14/10/2020,Worldwide,38584432,34.54,74.21,11420.40,379.15
425,13/10/2020,Worldwide,38202753,32.82,72.71,11423.80,381.23
426,12/10/2020,Worldwide,37884339,33.05,72.37,11533.90,386.68
427,11/10/2020,Worldwide,37592416,34.23,71.91,11371.00,374.19
428,10/10/2020,Worldwide,37304304,34.75,75.2,11298.40,370.16
429,09/10/2020,Worldwide,36946320,36.06,74.29,11054.20,365.28
430,08/10/2020,Worldwide,36584800,34.21,74.88,10924.10,350.83
431,07/10/2020,Worldwide,36222998,35.3,74.19,10670.90,341.48
432,06/10/2020,Worldwide,35872843,36.47,75.25,10602.60,340.61
433,05/10/2020,Worldwide,35541978,40.18,75.2,10789.50,353.28
434,04/10/2020,Worldwide,35246839,41.73,75.09,10672.90,352.73
435,03/10/2020,Worldwide,34972246,41.12,75.78,10544.20,345.6
436,02/10/2020,Worldwide,34651864,32.07,74.66,10572.30,345.68
437,01/10/2020,Worldwide,34345823,31.27,73.89,10620.50,353.07
438,30/09/2020,Worldwide,34032675,32.2,73.76,10776.10,359.39
439,29/09/2020,Worldwide,33707177,30.14,71.41,10840.90,359.86
440,28/09/2020,Worldwide,33423619,30.12,71.18,10693.20,354.08
441,27/09/2020,Worldwide,33171595,29.95,71.96,10776.20,357.23
442,26/09/2020,Worldwide,32916432,31.36,73.11,10727.90,354.25
443,25/09/2020,Worldwide,32626799,31.2,74.08,10688.80,351.63
444,24/09/2020,Worldwide,32290756,31.08,72.52,10739.40,349.17
445,23/09/2020,Worldwide,31936698,32.89,74.66,10237.30,319.95
446,22/09/2020,Worldwide,31661969,30.44,72.33,10531.50,344.03
447,21/09/2020,Worldwide,31376732,28.34,70.1,10416.80,341.3
448,20/09/2020,Worldwide,31102125,26.75,70.27,10921.50,371.12
449,19/09/2020,Worldwide,30848411,31.78,74.03,11081.80,385.25
450,18/09/2020,Worldwide,30554910,31.01,74.54,10933.00,384.2
451,17/09/2020,Worldwide,30228680,31.66,75.02,10941.30,388.97
452,16/09/2020,Worldwide,29913636,31.09,74.2,10949.50,364.88
453,15/09/2020,Worldwide,29609731,31.23,73.06,10785.30,364.01
454,14/09/2020,Worldwide,29240592,31.98,72.89,10675.30,376.7
455,13/09/2020,Worldwide,29062136,31.85,70.87,10326.00,365.71
456,12/09/2020,Worldwide,28818799,31.49,73.27,10441.90,387.98
457,11/09/2020,Worldwide,28530929,31.95,74.15,10390.20,373.72
458,10/09/2020,Worldwide,28209478,31.94,74.1,10339.70,367.92
459,09/09/2020,Worldwide,27910404,32.9,73.99,10224.60,351.1
460,08/09/2020,Worldwide,27616461,32.08,70.77,10126.60,337.46
461,07/09/2020,Worldwide,27378905,30.25,72.03,10376.90,352.06
462,06/09/2020,Worldwide,27165431,31.51,71.67,10296.40,353.49
463,05/09/2020,Worldwide,26926406,32.78,73.18,10092.20,334.91
464,04/09/2020,Worldwide,26655365,33.43,74.68,10472.50,385.94
465,03/09/2020,Worldwide,26349129,33.05,74.74,10168.80,381.97
466,02/09/2020,Worldwide,26074861,32.81,74.49,11413.30,439.08
467,01/09/2020,Worldwide,25792628,33.48,73.64,11914.90,475.8
468,31/08/2020,Worldwide,25525749,32.06,73.8,11644.20,433.9
469,30/08/2020,Worldwide,25263546,30.93,69.7,11702.00,428.86
470,29/08/2020,Worldwide,25041982,32.04,73.19,11468.10,398.8
471,28/08/2020,Worldwide,24775299,31.45,74.53,11527.40,395.11
472,27/08/2020,Worldwide,24491350,32.37,74.12,11327.40,383.11
473,26/08/2020,Worldwide,24209657,34.14,74.95,11462.30,385.96
474,25/08/2020,Worldwide,23929121,34.44,73.98,11324.80,383.2
475,24/08/2020,Worldwide,23684713,34.27,74.2,11753.50,407.7
476,23/08/2020,Worldwide,23460348,34.87,72.22,11641.60,390.5
477,22/08/2020,Worldwide,23242522,34.47,74.17,11661.30,395.56
478,21/08/2020,Worldwide,22987510,33.33,73.47,11529.20,387.99
479,20/08/2020,Worldwide,22725661,33.6,73.65,11856.90,416.05
480,19/08/2020,Worldwide,22452451,34.74,74.0,11750.20,407.44
481,18/08/2020,Worldwide,22176832,34.49,72.65,11947.60,422.16
482,17/08/2020,Worldwide,21920708,35.5,73.69,12282.60,430.56
483,16/08/2020,Worldwide,21714146,35.55,72.82,11899.00,433.63
484,15/08/2020,Worldwide,21498068,34.96,74.13,11845.30,432.18
485,14/08/2020,Worldwide,21244470,35.98,73.82,11750.80,438.03
486,13/08/2020,Worldwide,20942405,35.41,73.87,11770.90,424.31
487,12/08/2020,Worldwide,20663802,35.3,73.99,11557.20,387.12
488,11/08/2020,Worldwide,20380746,34.98,73.07,11390.40,379.01
489,10/08/2020,Worldwide,20119063,37.05,75.1,11889.20,395.53
490,09/08/2020,Worldwide,19895082,36.24,72.45,11681.20,390.23
491,08/08/2020,Worldwide,19667032,36.32,74.19,11764.30,396.76
492,07/08/2020,Worldwide,19406765,36.78,75.02,11592.00,379.57
493,06/08/2020,Worldwide,19122488,36.69,74.5,11757.10,394.83
494,05/08/2020,Worldwide,18839290,35.49,74.59,11735.10,400.79
495,04/08/2020,Worldwide,18561976,36.15,73.06,11184.70,389.62
496,03/08/2020,Worldwide,18307606,40.42,72.0,11224.40,385.8
497,02/08/2020,Worldwide,18100166,35.98,73.24,11066.80,372.08
498,01/08/2020,Worldwide,17868412,37.84,75.81,11803.10,387.14
499,31/07/2020,Worldwide,17616274,38.55,74.7,11333.40,346.51
500,30/07/2020,Worldwide,17325468,38.67,74.8,11096.20,334.87
501,29/07/2020,Worldwide,17044699,39.02,75.09,11105.90,317.82
502,28/07/2020,Worldwide,16708292,40.12,73.52,10908.50,316.96
503,27/07/2020,Worldwide,16506646,39.05,72.92,11022.80,321.8
504,26/07/2020,Worldwide,16272148,39.59,71.83,9932.50,311.13
505,25/07/2020,Worldwide,16064902,37.45,74.39,9704.10,305.32
506,24/07/2020,Worldwide,15809604,39.49,74.39,9546.40,279.33
507,23/07/2020,Worldwide,15526856,37.3,73.87,9599.60,275.34
508,22/07/2020,Worldwide,15244018,38.28,73.86,9513.70,263.28
509,21/07/2020,Worldwide,14964330,37.49,72.18,9387.30,245.53
510,20/07/2020,Worldwide,14723354,40.21,72.71,9162.40,236.1
511,19/07/2020,Worldwide,14524232,38.51,71.25,9208.00,239.01
512,18/07/2020,Worldwide,14309309,38.55,73.66,9170.20,235.75
513,17/07/2020,Worldwide,14071236,37.78,73.69,9155.80,232.75
514,16/07/2020,Worldwide,13820369,38.68,73.4,9135.30,233.65
515,15/07/2020,Worldwide,13571434,38.75,73.55,9198.70,238.62
516,14/07/2020,Worldwide,13339979,38.07,71.74,9253.40,240.5
517,13/07/2020,Worldwide,13120800,41.92,72.09,9243.60,239.73
518,12/07/2020,Worldwide,12929057,40.6,70.42,9300.80,242.75
519,11/07/2020,Worldwide,12734660,37.83,72.26,9233.30,239.2
520,10/07/2020,Worldwide,12515019,37.56,74.03,9285.10,241.26
521,09/07/2020,Worldwide,12283504,38.5,72.34,9235.70,242.02
522,08/07/2020,Worldwide,12059787,39.28,73.08,9429.90,246.99
523,07/07/2020,Worldwide,11846382,39.19,72.98,9256.00,239.25
524,06/07/2020,Worldwide,11637936,41.99,72.42,9339.00,241.56
525,05/07/2020,Worldwide,11469172,40.89,70.51,9081.00,227.98
526,04/07/2020,Worldwide,11286162,38.9,73.17,9134.40,229.15
527,03/07/2020,Worldwide,11090632,38.44,72.67,9067.10,225.12
528,02/07/2020,Worldwide,10885403,38.61,72.9,9085.10,226.42
529,01/07/2020,Worldwide,10706642,38.38,72.17,9229.90,230.95
530,30/06/2020,Worldwide,10489964,39.35,73.18,9135.40,225.63
531,29/06/2020,Worldwide,10313839,41.29,70.5,9185.40,227.87
532,28/06/2020,Worldwide,10161038,40.73,69.32,9124.00,225.09
533,27/06/2020,Worldwide,9990892,39.05,72.77,9008.30,221.06
534,26/06/2020,Worldwide,9812554,39.17,73.88,9160.00,229.67
535,25/06/2020,Worldwide,9620501,38.79,72.89,9247.50,232.56
536,24/06/2020,Worldwide,9441238,37.62,71.54,9302.00,234.75
537,23/06/2020,Worldwide,9271933,38.58,71.29,9624.60,243.2
538,22/06/2020,Worldwide,9105267,41.69,69.86,9683.70,243.25
539,21/06/2020,Worldwide,8962068,39.31,70.07,9296.40,228.13
540,20/06/2020,Worldwide,8797689,37.84,72.28,9358.80,228.86
541,19/06/2020,Worldwide,8673796,36.71,73.23,9314.00,229.11
542,18/06/2020,Worldwide,8493969,37.34,74.17,9388.10,231.34
543,17/06/2020,Worldwide,8354600,38.8,73.28,9464.60,233.88
544,16/06/2020,Worldwide,8176194,39.23,73.19,9523.50,235.36
545,15/06/2020,Worldwide,8036834,41.09,70.21,9425.40,230.93
546,14/06/2020,Worldwide,7904747,41.45,68.34,9345.30,232.02
547,13/06/2020,Worldwide,7770657,38.8,73.51,9471.30,238.22
548,12/06/2020,Worldwide,7636651,37.76,73.72,9466.60,237.54
549,11/06/2020,Worldwide,7517644,37.19,74.33,9283.20,230.71
550,10/06/2020,Worldwide,7364298,38.0,72.95,9878.80,247.78
551,09/06/2020,Worldwide,7245325,38.83,73.27,9768.80,243.82
552,08/06/2020,Worldwide,7122009,41.1,68.22,9777.90,246.18
553,07/06/2020,Worldwide,7014885,39.33,70.94,9742.60,244.56
554,06/06/2020,Worldwide,6900365,38.58,73.41,9669.60,242
555,05/06/2020,Worldwide,6774338,39.2,73.81,9631.20,240.23
556,04/06/2020,Worldwide,6636911,38.31,73.99,9794.40,243.37
557,03/06/2020,Worldwide,6508700,37.42,73.95,9667.20,244.52
558,02/06/2020,Worldwide,6390059,39.1,73.22,9527.60,237.94
559,01/06/2020,Worldwide,6268959,42.1,71.41,10189.30,247.97
560,31/05/2020,Worldwide,6170046,40.92,71.09,9454.80,231.81
561,30/05/2020,Worldwide,6062303,41.21,76.43,9692.50,243.63
562,29/05/2020,Worldwide,5927447,44.14,75.71,9424.80,220.66
563,28/05/2020,Worldwide,5811993,44.25,76.82,9572.20,220.18
564,27/05/2020,Worldwide,5695242,45.54,75.54,9199.10,208.18
565,26/05/2020,Worldwide,5592435,49.93,72.73,8842.50,201
566,25/05/2020,Worldwide,5498168,52.75,75.54,8898.20,204.13
567,24/05/2020,Worldwide,5410890,50.74,71.87,8728.20,199.97
568,23/05/2020,Worldwide,5313489,45.82,76.27,9177.00,206.62
569,22/05/2020,Worldwide,5214423,45.61,77.07,9169.70,207.35
570,21/05/2020,Worldwide,5105875,47.3,77.35,9059.00,198.75
571,20/05/2020,Worldwide,4999769,47.03,76.61,9512.30,209.99
572,19/05/2020,Worldwide,4900867,47.82,77.17,9773.30,214.51
573,18/05/2020,Worldwide,4805621,53.11,75.24,9730.70,214.87
574,17/05/2020,Worldwide,4717489,45.89,75.03,9677.70,207
575,16/05/2020,Worldwide,4637049,46.84,76.13,9379.50,200.51
576,15/05/2020,Worldwide,4545355,48.27,80.09,9318.00,194.85
577,14/05/2020,Worldwide,4444830,48.57,77.76,9778.40,203.3
578,13/05/2020,Worldwide,4350438,48.66,76.53,9298.70,199.58
579,12/05/2020,Worldwide,4264821,49.35,77.23,8813.80,189.84
580,11/05/2020,Worldwide,4179851,58.41,76.58,8579.80,185.96
581,10/05/2020,Worldwide,4104732,52.21,72.71,8738.80,187.78
582,09/05/2020,Worldwide,4026683,47.69,77.44,9554.60,210.22
583,08/05/2020,Worldwide,3941433,47.97,79.37,9806.20,211.45
584,07/05/2020,Worldwide,3849617,50.05,78.88,9979.80,212
585,06/05/2020,Worldwide,3759089,49.84,78.46,9151.40,199.04
586,05/05/2020,Worldwide,3665288,51.32,77.92,9001.00,205.36
587,04/05/2020,Worldwide,3585871,57.65,77.25,8874.70,206.61
588,03/05/2020,Worldwide,3510040,50.75,76.86,8885.50,209.83
589,02/05/2020,Worldwide,3432348,49.39,81.52,8966.30,213.96
590,01/05/2020,Worldwide,3348881,49.1,79.27,8821.60,212
591,30/04/2020,Worldwide,3261091,50.79,78.5,8629.00,206.22
592,29/04/2020,Worldwide,3197917,51.48,80.74,8770.90,215.4
593,28/04/2020,Worldwide,3119343,51.2,79.58,7746.90,196.55
594,27/04/2020,Worldwide,3044175,57.88,78.13,7766.00,196.14
595,26/04/2020,Worldwide,2973745,54.28,74.92,7678.90,197.35
596,25/04/2020,Worldwide,2899489,53.46,80.73,7540.40,194.01
597,24/04/2020,Worldwide,2812627,52.84,79.93,7503.80,187.58
598,23/04/2020,Worldwide,2709780,53.04,79.0,7488.50,185.46
599,22/04/2020,Worldwide,2629886,54.26,80.13,7112.90,182.72
600,21/04/2020,Worldwide,2550664,53.99,79.43,6842.50,170.79
601,20/04/2020,Worldwide,2473383,61.16,79.33,6833.50,170.4
602,19/04/2020,Worldwide,2402876,61.29,77.77,7122.90,180.13
603,18/04/2020,Worldwide,2322894,56.62,80.04,7230.80,187.45
604,17/04/2020,Worldwide,2241542,55.79,80.07,7035.80,170.63
605,16/04/2020,Worldwide,2153697,56.0,81.01,7085.60,172.31
606,15/04/2020,Worldwide,2057289,56.55,80.19,6629.10,152.9
607,14/04/2020,Worldwide,1976393,57.9,80.27,6850.90,158.45
608,13/04/2020,Worldwide,1905180,63.99,79.42,6841.30,156.38
609,12/04/2020,Worldwide,1834883,64.54,79.41,6917.60,158.73
610,11/04/2020,Worldwide,1735905,62.26,79.76,6867.80,158.18
611,10/04/2020,Worldwide,1657671,58.37,82.95,6863.10,157.86
612,09/04/2020,Worldwide,1564378,56.77,81.75,7289.00,169.68
613,08/04/2020,Worldwide,1480597,57.33,82.39,7361.20,173
614,07/04/2020,Worldwide,1395318,59.18,81.17,7185.20,164.71
615,06/04/2020,Worldwide,1322066,68.46,79.84,7332.30,171.06
616,05/04/2020,Worldwide,1249589,66.34,78.73,6772.70,142.58
617,04/04/2020,Worldwide,1177421,60.11,81.4,6857.40,144.01
618,03/04/2020,Worldwide,1096794,58.45,82.59,6735.90,141.14
619,02/04/2020,Worldwide,1013290,56.45,81.19,6800.50,141.3
620,01/04/2020,Worldwide,932861,55.95,81.1,6638.50,135.66
621,31/03/2020,Worldwide,857801,58.16,82.31,6412.50,132.86
622,30/03/2020,Worldwide,782710,69.27,81.45,6391.00,132.15
623,29/03/2020,Worldwide,720366,66.2,80.99,5890.40,125.24
624,28/03/2020,Worldwide,663428,59.03,83.93,6233.70,131.03
625,27/03/2020,Worldwide,593766,59.51,82.12,6373.40,131.74
626,26/03/2020,Worldwide,530113,59.5,81.68,6725.10,138.38
627,25/03/2020,Worldwide,467989,60.07,82.2,6678.90,136.07
628,24/03/2020,Worldwide,418250,58.66,80.8,6744.60,138.62
629,23/03/2020,Worldwide,378951,68.87,82.61,6468.90,136.02
630,22/03/2020,Worldwide,338488,66.59,78.7,5822.10,122.41
631,21/03/2020,Worldwide,303819,56.92,79.88,6186.20,132.58
632,20/03/2020,Worldwide,271444,55.71,78.2,6205.30,133.32
633,19/03/2020,Worldwide,241874,52.98,77.86,6172.00,135.43
634,18/03/2020,Worldwide,214244,52.11,76.57,5361.40,117.77
635,17/03/2020,Worldwide,196601,50.22,75.58,5261.10,116.06
636,16/03/2020,Worldwide,181025,61.16,78.98,5030.00,111.02
637,15/03/2020,Worldwide,167002,55.88,75.51,5366.30,124.35
638,14/03/2020,Worldwide,155858,47.08,66.99,5182.70,122.69
639,13/03/2020,Worldwide,144973,41.48,65.37,5584.30,133.99
640,12/03/2020,Worldwide,128192,33.27,64.62,4826.00,107.9
641,11/03/2020,Worldwide,125713,31.24,61.62,7935.10,194.58
642,10/03/2020,Worldwide,118472,28.57,60.74,7891.20,200.56
643,09/03/2020,Worldwide,113673,29.85,61.18,7933.00,202.85
644,08/03/2020,Worldwide,109725,28.3,58.12,8034.10,199.16
645,07/03/2020,Worldwide,105754,24.68,57.43,8887.80,237.32
646,06/03/2020,Worldwide,101693,21.96,57.05,9134.80,244.9
647,05/03/2020,Worldwide,97891,22.19,55.65,9060.30,228.45
648,04/03/2020,Worldwide,95080,21.12,55.2,8757.90,224.38
649,03/03/2020,Worldwide,92829,19.7,54.71,8761.40,223.94
650,02/03/2020,Worldwide,90284,20.38,57.26,8904.80,231.87
651,01/03/2020,Worldwide,88345,17.23,54.89,8540.00,217.99
652,29/02/2020,Worldwide,85992,18.5,53.28,8543.70,217.52
653,28/02/2020,Worldwide,84106,15.64,48.77,8697.50,226.93
654,27/02/2020,Worldwide,82737,14.23,46.31,8818.60,227.53
655,26/02/2020,Worldwide,81380,11.63,43.0,8800.30,224.3
656,25/02/2020,Worldwide,80398,12.77,41.51,9317.20,246.96
657,24/02/2020,Worldwide,79552,12.02,41.22,9662.70,265.65
658,23/02/2020,Worldwide,78963,9.27,36.84,9942.70,274.72
659,22/02/2020,Worldwide,78577,9.96,35.43,9655.70,261.64
660,21/02/2020,Worldwide,76821,8.7,36.01,9684.50,265.11
661,20/02/2020,Worldwide,76177,8.77,36.49,9602.40,257.39
662,19/02/2020,Worldwide,75619,10.43,39.91,9609.40,259.12
663,18/02/2020,Worldwide,75116,11.26,39.55,10158.40,282.26
664,17/02/2020,Worldwide,73238,10.16,40.06,9701.40,267.63
665,16/02/2020,Worldwide,71204,8.86,37.67,9932.30,259.99
666,15/02/2020,Worldwide,69011,9.11,37.85,9907.70,264.87
667,14/02/2020,Worldwide,66868,9.89,39.8,10333.00,285.25
668,13/02/2020,Worldwide,60351,9.25,38.66,10235.10,268.75
669,12/02/2020,Worldwide,45204,8.95,38.07,10317.70,265.58
670,11/02/2020,Worldwide,44785,9.83,37.24,10229.50,236.76
671,10/02/2020,Worldwide,42745,10.38,41.74,9854.10,222.95
672,09/02/2020,Worldwide,40135,9.45,39.66,10151.50,228.59
673,08/02/2020,Worldwide,37105,8.83,39.45,9895.50,223.23
674,07/02/2020,Worldwide,34380,9.31,37.3,9818.60,223.51
675,06/02/2020,Worldwide,30806,10.44,37.66,9772.00,213.16
676,05/02/2020,Worldwide,27624,10.5,37.03,9611.80,203.83
677,04/02/2020,Worldwide,23882,11.12,38.57,9193.90,188.93
678,03/02/2020,Worldwide,19873,12.33,45.81,9296.60,189.79
679,02/02/2020,Worldwide,16779,10.41,42.32,9334.90,188.5
680,01/02/2020,Worldwide,12030,11.27,40.39,9381.60,183.64
681,31/01/2020,Worldwide,9917,9.85,37.71,9349.10,179.91
682,30/01/2020,Worldwide,8227,9.82,36.28,9507.30,184.59
683,29/01/2020,Worldwide,6158,9.06,34.2,9298.90,173.86
684,28/01/2020,Worldwide,5574,7.79,31.94,9377.30,175.74
685,27/01/2020,Worldwide,2923,8.93,37.63,8866.60,170.27
686,26/01/2020,Worldwide,2114,7.91,31.91,8607.80,167.9
687,25/01/2020,Worldwide,1434,6.21,28.89,8341.60,160.44
688,24/01/2020,Worldwide,941,5.36,24.7,8439.90,162.55
689,23/01/2020,Worldwide,1097,4.27,21.91,8405.10,162.8
690,22/01/2020,Worldwide,0,3.27,19.85,8678.50,168.13
691,21/01/2020,Worldwide,0,1.26,12.96,8732.60,169.41
692,20/01/2020,Worldwide,0,0.86,13.62,8641.90,166.87
693,19/01/2020,Worldwide,0,0.77,11.44,8706.20,166.92
694,18/01/2020,Worldwide,0,0.49,9.31,8916.30,174.19
695,17/01/2020,Worldwide,0,0.25,5.99,8913.10,170.22
696,16/01/2020,Worldwide,0,0.16,4.68,8726.90,164.36
697,15/01/2020,Worldwide,0,0.12,3.3,8818.30,166.45
698,14/01/2020,Worldwide,0,0.16,4.27,8829.20,166.07
699,13/01/2020,Worldwide,0,0.15,3.1,8111.40,143.6
700,12/01/2020,Worldwide,0,0.39,8.19,8187.60,146.46
701,11/01/2020,Worldwide,0,0.05,1.88,8024.10,142.67
702,10/01/2020,Worldwide,0,0.21,6.1,8187.10,144.81
703,09/01/2020,Worldwide,0,0.02,0.95,7842.40,137.92
704,08/01/2020,Worldwide,0,0.02,0.66,8059.60,140.81
705,07/01/2020,Worldwide,0,0.05,1.59,8155.70,143.04
706,06/01/2020,Worldwide,0,0.04,1.19,7759.10,144.08
707,05/01/2020,Worldwide,0,0.02,0.67,7372.50,135.59
708,04/01/2020,Worldwide,0,0.03,1.07,7376.80,134.33
709,03/01/2020,Worldwide,0,0.0,0.2,7343.10,134.27
710,02/01/2020,Worldwide,0,0.01,0.3,6967.00,127.19
711,01/01/2020,Worldwide,0,0.0,0.09,7199.80,130.75
